,fips_code,blue_percentage
2526,19167.0,0.12641530174782895
2529,19169.0,0.5074111354530563
2532,19171.0,0.36517367458866545
2535,19173.0,0.2502476064707824
2538,19175.0,0.3295610425240055
2541,19177.0,0.2372928952541421
2544,19179.0,0.36926529803947455
2547,19181.0,0.38135531135531137
2550,19183.0,0.3607832372586696
2553,19185.0,0.2445578231292517
2556,19187.0,0.361732644865175
2559,19189.0,0.3336789355451875
2562,19191.0,0.46241858827671184
2565,19193.0,0.3707854888146759
2568,19195.0,0.3594080338266385
2571,19197.0,0.3146365748423498
2574,20001.0,0.2627429409607627
2577,20003.0,0.20059701492537313
2580,20005.0,0.30250950570342205
2583,20007.0,0.1269982238010657
2586,20009.0,0.17908267601519134
2589,20011.0,0.21926801247333005
2592,20013.0,0.21382556987115955
2595,20015.0,0.23766135155656795
2598,20017.0,0.2308254200146092
2601,20019.0,0.13301823092505063
2604,20021.0,0.2325986078886311
2607,20023.0,0.12864250177683015
2610,20025.0,0.11940298507462686
2613,20027.0,0.17722513089005235
2616,20029.0,0.19363867684478372
2619,20031.0,0.17871189773844642
2622,20033.0,0.11764705882352941
2625,20035.0,0.2813564693764361
2628,20037.0,0.34913706265529515
2631,20039.0,0.12258953168044077
2634,20041.0,0.19598051157125457
2637,20043.0,0.1737714624037892
2640,20045.0,0.6228162996386288
2643,20047.0,0.1607278241091736
2646,20049.0,0.12708498808578236
2649,20051.0,0.22951368544404452
2652,20053.0,0.1944755505785741
2655,20055.0,0.3144994586081307
2658,20057.0,0.27844001036537963
2661,20059.0,0.2637482900136799
2664,20061.0,0.3627398720682303
2667,20063.0,0.11094564408041697
2670,20065.0,0.14641744548286603
2673,20067.0,0.1845960652992884
2676,20069.0,0.12729912875121008
2679,20071.0,0.1276923076923077
2682,20073.0,0.17077464788732394
2685,20075.0,0.13812785388127855
2688,20077.0,0.15244375484871994
2691,20079.0,0.33976937516760525
2694,20081.0,0.1809453471196455
2697,20083.0,0.12192723697148476
2700,20085.0,0.2598831213475421
2703,20087.0,0.30202710807244815
2706,20089.0,0.12048192771084337
2709,20091.0,0.4476265986418008
2712,20093.0,0.13221884498480244
2715,20095.0,0.1796640671865627
2718,20097.0,0.1056533827618165
2721,20099.0,0.28259528802269646
2724,20101.0,0.12169919632606199
2727,20103.0,0.336919573611432
2730,20105.0,0.14685792349726776
2733,20107.0,0.1662525412243054
2736,20109.0,0.10980103168754606
2739,20111.0,0.3783365885416667
2742,20113.0,0.25317846491916496
2745,20115.0,0.21408250355618777
2748,20117.0,0.22940295313503103
2751,20119.0,0.12209302325581395
2754,20121.0,0.2656770070563174
2757,20123.0,0.16213460231135282
2760,20125.0,0.21967677440853048
2763,20127.0,0.22903963414634146
2766,20129.0,0.12332214765100671
2769,20131.0,0.14154627098789535
2772,20133.0,0.23772568894520113
2775,20135.0,0.11141678129298486
2778,20137.0,0.12578334825425247
2781,20139.0,0.24879364178257168
2784,20141.0,0.1303131991051454
2787,20143.0,0.14605580434033757
2790,20145.0,0.21758737316798196
2793,20147.0,0.11261261261261261
2796,20149.0,0.2080800523707098
2799,20151.0,0.20067673086933888
2802,20153.0,0.11073369565217392
2805,20155.0,0.2824039653035936
2808,20157.0,0.14827995255041518
2811,20159.0,0.1827024185068349
2814,20161.0,0.43381943154374886
2817,20163.0,0.11368334022323275
2820,20165.0,0.1550232867598137
2823,20167.0,0.14437832759160665
2826,20169.0,0.2863034807831762
2829,20171.0,0.10717529518619437
2832,20173.0,0.3688202857248799
2835,20175.0,0.3231441048034934
2838,20177.0,0.44991114765403284
2841,20179.0,0.09243085880640466
2844,20181.0,0.13284839203675344
2847,20183.0,0.1454456415279138
2850,20185.0,0.16033755274261605
2853,20187.0,0.18053375196232338
2856,20189.0,0.11634056054997356
2859,20191.0,0.21353630940135773
2862,20193.0,0.13227069351230425
2865,20195.0,0.13360323886639677
2868,20197.0,0.22958579881656804
2871,20199.0,0.05764411027568922
2874,20201.0,0.1399638336347197
2877,20203.0,0.14644351464435146
2880,20205.0,0.16541353383458646
2883,20207.0,0.1891891891891892
2886,20209.0,0.617986511141633
2889,21001.0,0.1606947649702417
2892,21003.0,0.16662549407114624
2895,21005.0,0.23060759936963754
2898,21007.0,0.19897585954645208
2901,21009.0,0.2312310688013847
2904,21011.0,0.29670808807499455
2907,21013.0,0.17699115044247787
2910,21015.0,0.2607865597556319
2913,21017.0,0.3170510053390889
2916,21019.0,0.29436784980932823
2919,21021.0,0.3306812915186158
2922,21023.0,0.19988658916926566
2925,21025.0,0.2678633670268386
2928,21027.0,0.22338728060177798
2931,21029.0,0.22886689400870552
2934,21031.0,0.16983500717360114
2937,21033.0,0.2108786610878661
2940,21035.0,0.2959062869960745
2943,21037.0,0.3448129851799577
2946,21039.0,0.16608996539792387
2949,21041.0,0.2869001297016861
2952,21043.0,0.22144386067328273
2955,21045.0,0.1191178754464979
2958,21047.0,0.32549925281891046
2961,21049.0,0.2904041962357297
2964,21051.0,0.1111275306635141
2967,21053.0,0.12259076647243389
2970,21055.0,0.15283626455288582
2973,21057.0,0.149706457925636
2976,21059.0,0.3091885519680398
2979,21061.0,0.18668954996186118
2982,21063.0,0.2591943957968476
2985,21065.0,0.19981965734896304
2988,21067.0,0.5118879066867182
2991,21069.0,0.21533546325878594
2994,21071.0,0.24274486094316808
2997,21073.0,0.44906767232348627
