,fips_code,blue_percentage
2133,18089.0,0.5811734300837454
2136,18091.0,0.4379797801030905
2139,18093.0,0.2198203842940685
2142,18095.0,0.3449331280491198
2145,18097.0,0.5875150397933615
2148,18099.0,0.2653467536776905
2151,18101.0,0.18319817009773343
2154,18103.0,0.20516243880729862
2157,18105.0,0.58534916344476
2160,18107.0,0.22182633940353655
2163,18109.0,0.19309462915601022
2166,18111.0,0.24227782571182052
2169,18113.0,0.2311426879810539
2172,18115.0,0.23485107839780897
2175,18117.0,0.25
2178,18119.0,0.22741615052004208
2181,18121.0,0.2189304162868429
2184,18123.0,0.3801365611421477
2187,18125.0,0.2169984942278735
2190,18127.0,0.43627412877315713
2193,18129.0,0.2824256035934868
2196,18131.0,0.2430848140685107
2199,18133.0,0.22806659870880056
2202,18135.0,0.23388793268311342
2205,18137.0,0.19289617486338798
2208,18139.0,0.21139451067369006
2211,18141.0,0.47475922224241324
2214,18143.0,0.29029776947588176
2217,18145.0,0.23602311881738358
2220,18147.0,0.2867020743561479
2223,18149.0,0.26978105354433124
2226,18151.0,0.257036935328848
2229,18153.0,0.2468746348872532
2232,18155.0,0.25141930251419303
2235,18157.0,0.4364072622570583
2238,18159.0,0.21131824234354193
2241,18161.0,0.21725919173503494
2244,18163.0,0.3934792502792834
2247,18165.0,0.29989912091079407
2250,18167.0,0.4000954342257271
2253,18169.0,0.2240867240867241
2256,18171.0,0.21348600508905852
2259,18173.0,0.307073574639224
2262,18175.0,0.23159374450887366
2265,18177.0,0.3253450095781696
2268,18179.0,0.19613196814562003
2271,18181.0,0.25763453695414307
2274,18183.0,0.2162836843115919
2277,19001.0,0.2972972972972973
2280,19003.0,0.26828110161443497
2283,19005.0,0.3497038855987289
2286,19007.0,0.29563233376792697
2289,19009.0,0.31652989449003516
2292,19011.0,0.3379081190407397
2295,19013.0,0.5004735657169475
2298,19015.0,0.3903212172442942
2301,19017.0,0.3956271236519427
2304,19019.0,0.3872415138509559
2307,19021.0,0.34501087219135057
2310,19023.0,0.28710235591641153
2313,19025.0,0.2709827485946889
2316,19027.0,0.31382776934749623
2319,19029.0,0.27382456140350875
2322,19031.0,0.377214128498061
2325,19033.0,0.42943609841062486
2328,19035.0,0.2682965803771173
2331,19037.0,0.35213675213675216
2334,19039.0,0.3289178266726538
2337,19041.0,0.26099570616223744
2340,19043.0,0.35458429181728557
2343,19045.0,0.4376381844193003
2346,19047.0,0.28709444844989185
2349,19049.0,0.41046219805500367
2352,19051.0,0.25167439464193714
2355,19053.0,0.3216389930369577
2358,19055.0,0.31998701439238175
2361,19057.0,0.4298801235408051
2364,19059.0,0.2951516322194321
2367,19061.0,0.4595643691800245
2370,19063.0,0.28550389227856093
2373,19065.0,0.3698245614035088
2376,19067.0,0.3944168734491315
2379,19069.0,0.3005233494363929
2382,19071.0,0.2678720445062587
2385,19073.0,0.3507571043352002
2388,19075.0,0.270081490104773
2391,19077.0,0.3012173913043478
2394,19079.0,0.35430205354821936
2397,19081.0,0.2703117015840572
2400,19083.0,0.32661432087190906
2403,19085.0,0.2854655056932351
2406,19087.0,0.3088047639302425
2409,19089.0,0.3678438254003071
2412,19091.0,0.2461175545508158
2415,19093.0,0.21926910299003322
2418,19095.0,0.3463611859838275
2421,19097.0,0.37216294859359844
2424,19099.0,0.37348954502469267
2427,19101.0,0.4548798430603237
2430,19103.0,0.6524564595788926
2433,19105.0,0.3737293989933879
2436,19107.0,0.26920762286860583
2439,19109.0,0.2954571860113861
2442,19111.0,0.3848058943718655
2445,19113.0,0.5032963842251789
2448,19115.0,0.329073482428115
2451,19117.0,0.2845659163987138
2454,19119.0,0.14426846479535832
2457,19121.0,0.310097267253358
2460,19123.0,0.24633182844243792
2463,19125.0,0.3077009429726089
2466,19127.0,0.42558398220244714
2469,19129.0,0.27149909067290207
2472,19131.0,0.34853239800627656
2475,19133.0,0.2727471566054243
2478,19135.0,0.27322121604139715
2481,19137.0,0.26050753370341
2484,19139.0,0.4305855716785016
2487,19141.0,0.17755873615987036
2490,19143.0,0.17180205415499533
2493,19145.0,0.2565303804656445
2496,19147.0,0.2972570699553477
2499,19149.0,0.21872630780894617
2502,19151.0,0.24915912031047865
2505,19153.0,0.5173889572671719
2508,19155.0,0.35977038425492036
2511,19157.0,0.43770975287297875
2514,19159.0,0.2781677133357961
2517,19161.0,0.2436684574059862
2520,19163.0,0.46903270702853167
2523,19165.0,0.2609105180533752
